sh	603969
sz	002126
sz	000975
sz	000862
sh	600858
sh	603598
sz	000635
sz	002528
sz	002846
sz	000795
sz	002899
sz	000411
sz	002334
sz	002837
sh	603198
sz	000967
sz	002925
sh	600317
sz	002861
sh	603308
sh	603776
sz	000663
sz	002365
sh	603901
sh	600105
sz	002753
sz	002641
sh	603681
sz	002795
sh	601933
sh	603058
sz	002326
sh	600157
sz	002014
sh	603297
sz	002756
sh	603600
sh	603879
sh	600588
sh	601658
sz	002174
sz	002277
sz	002718
sh	600778
sh	600206
sh	603697
sz	002223
sz	000514
sh	601077
sz	000565
sz	002903
sz	002943
sh	600066
sh	601028
sz	002177
sz	002831
sz	002437
sh	600531
sz	001896
sh	600655
sh	603388
sh	603217
sz	002878
sh	603886
sh	600766
sh	603813
sh	600233
sz	002161
sh	600292
sz	000626
sz	002689
sz	002406
sz	002063
sz	000683
sh	600963
sz	000819
sh	600805
sz	002162
sz	002725
sz	000987
sz	002181
sz	002060
sz	000539
sz	000429
sz	000833
sz	000573
sh	600393
sz	002182
sz	000807
sh	600792
sz	000538
sh	600239
sz	002059
sz	002053
sz	000878
sz	002428
sz	000903
sh	600602
sh	600096
sz	002539
sz	002120
sh	603601
sz	002637
sh	603488
sz	000869
sz	002839
sz	000430
sh	600895
sz	002378
sz	002069
sz	000767
sz	000753
sz	000625
sh	603099
sh	600192
sz	000835
sh	601606
sh	603897
sh	601633
sz	002071
sz	002939
sz	000661
sh	600215
sh	600333
sh	600148
sh	600584
sh	601869
sz	002452
sz	000520
sz	000404
sz	000521
sh	600757
sh	600900
sz	002435
sh	600345
sz	000783
sh	603569
sz	002879
sz	002391
sz	002616
sh	601577
sz	002664
sh	600525
sz	000966
sh	603533
sz	001872
sz	001965
sz	001914
sh	601872
sh	601975
sz	001979
sh	600036
sh	600999
sh	603127
sz	002429
sz	002256
sh	603986
sz	002346
sh	600797
sz	002266
sh	603338
sh	600120
sh	600113
sh	600070
sh	600052
sz	002061
sh	600352
sz	002677
sz	002703
sh	603239
sh	600216
sz	002489
sz	000705
sz	002522
sh	600023
sh	601916
sh	601878
sz	000906
sh	600633
sh	603567
sz	002771
sh	603301
sh	603067
sz	000733
sh	600320
sh	603507
sh	603477
sh	603637
sz	002157
sh	603976
sz	000702
sh	603843
sh	601877
sh	603089
sz	002197
sh	601717
sh	600121
sz	002936
sh	603690
sh	603991
sh	603801
sz	000676
sz	002169
sh	600869
sz	002877
sh	600517
sz	000931
sz	000759
sh	603220
sz	000519
sh	600970
sh	603126
sz	002080
sh	600242
sz	002471
sz	000151
sh	603903
sz	002891
sh	600787
sh	600685
sh	600072
sh	603967
sz	002896
sz	000609
sh	603988
sz	002298
sz	000887
sh	600890
sz	000928
sz	002057
sz	002051
sh	603860
sz	002607
sz	002189
sz	000881
sh	603721
sz	000009
sh	601949
sh	600150
sh	601669
sh	600977
sh	600482
sh	600730
sz	003816
sh	601111
sh	601888
sh	600007
sz	002116
sh	600764
sh	601985
sh	601611
sh	601117
sh	601668
sh	601800
sh	600176
sh	601858
sh	600050
sh	601600
sh	601318
sh	601965
sh	601319
sh	601628
sh	600536
sh	601088
sh	600028
sh	601857
sh	601601
sz	000035
sh	601186
sh	601598
sh	601698
sh	600118
sz	000797
sh	601179
sh	601106
sh	600056
sh	601988
sh	601881
sz	000066
sh	601766
sz	000996
sh	601390
sh	601618
sh	601989
sz	000951
sh	601808
sh	600372
sz	000768
sh	600862
sz	002179
sz	002013
sz	002163
sh	600760
sh	600765
sh	600705
sz	000777
sz	002145
sz	002364
sh	600252
sh	603017
sh	600675
sh	600500
sz	002542
sz	002129
sz	000039
sz	000889
sz	002779
sz	000736
sh	600489
sz	000060
sz	002579
sh	600872
sz	002657
sh	603927
sz	000970
sh	603019
sz	002738
sz	002309
sz	000157
sz	000930
sh	600737
sz	002423
sh	600818
sh	601068
sh	603767
sh	603619
sh	601898
sh	600163
sh	600195
sh	601098
sz	000961
sh	603970
sh	600138
sz	000506
sz	000758
sz	000685
sz	002883
sh	603018
sh	600088
sz	000798
sz	002511
sz	002092
sh	600158
sz	000540
sh	600522
sh	600528
sh	603559
sz	000957
sh	600373
sz	000657
sz	002915
sz	002912
sh	600329
sz	000839
sz	000099
sh	601066
sz	000708
sh	601998
sh	600030
sh	601608
sz	000715
sz	000063
sh	600280
sh	600339
sz	000617
sz	000719
sh	600020
sz	000544
sz	002448
sh	601375
sh	603709
sh	600645
sh	601866
sz	002401
sh	601919
sh	600026
sh	600428
sh	600217
sh	600038
sz	000042
sh	600568
sz	002822
sz	000925
sz	002317
sz	000980
sz	002707
sz	002772
sz	002441
sz	002464
sh	603527
sh	600729
sh	601005
sh	600279
sh	600939
sh	600106
sh	600132
sh	600917
sh	601158
sz	000950
sz	002867
sh	600759
sz	002046
sz	000507
sz	000659
sz	002678
sz	002461
sh	600684
sh	600961
sz	002910
sh	600545
sz	002369
sz	000938
sz	002049
sz	000526
sh	600210
sh	601899
sh	601860
sz	002118
sz	001696
sh	600770
sz	002431
sh	603602
	
